2457
12363	1944	29
168	10242	29
210	34105	29
8745	12281	29
2888	12281	29
294221	448408	29
11123	17877	29
13284	9830	29
47825	46871	29
37709	32245	29
12363	5753	29
161231	64983	29
13874	21387	29
10425	131954	29
58093	5664	29
6280	150792	29
7105	32245	29
185839	324165	29
1104	44252	29
34987	63641	29
135841	51582	29
126208	11524	29
20242	119183	29
84702	17877	29
25806	264214	29
10966	53529	29
124460	20360	29
26023	19992	29
105201	11472	29
94848	269135	29
46146	104692	29
87293	263790	29
6497	13285	29
28310	17877	29
26321	43582	29
134651	20787	29
30692	12281	29
66766	5664	29
25307	3891	29
66666	75327	29
127897	22229	29
50926	9021	29
40263	152039	29
50851	40934	29
5894	50847	29
1710	12281	29
42983	357739	29
120349	49758	29
61534	254032	29
7160	17877	29
6264	348546	29
944	7932	29
8221	30523	29
36656	55582	29
6207	121572	29
34213	27446	29
11766	13285	29
53478	43582	29
68665	5664	29
34766	244264	29
21400	17877	29
9457	51221	29
252428	165513	29
1705	34946	29
9282	53511	29
25438	30523	29
73743	11472	29
51904	211281	29
30922	5664	29
38326	37253	29
7485	44736	29
1147	192200	29
27230	17877	29
12521	36300	29
38116	139028	29
70216	44510	29
55594	75327	29
151337	43582	29
10983	41054	29
973	79878	29
5197	5753	29
5344	30523	29
14929	9823	29
61835	87449	29
8443	60512	29
16301	32923	29
43847	17877	29
18121	15702	29
208157	61105	29
9412	144802	29
75303	71482	29
18529	43209	29
250	8683	29
122984	44252	29
11919	29796	29
74233	402704	29
21827	43582	29
82995	51582	29
5465	12281	29
57934	71722	29
22545	53665	29
36656	13285	29
72941	57390	29
17917	51582	29
32905	1941	29
14033	340223	29
17173	99690	29
34978	69061	29
18925	116636	29
80168	1944	29
106473	5753	29
13874	55740	29
59945	12281	29
12745	245781	29
69583	10242	29
16999	42087	29
39894	10405	29
2257	174107	29
85474	53665	29
4165	306971	29
29874	93918	29
2257	12281	29
1990	10011	29
15078	180377	29
61146	32245	29
445497	57390	29
227856	61716	29
31118	13285	29
46948	74209	29
154045	211281	29
13852	114914	29
22606	32245	29
7659	28695	29
16520	147118	29
8065	43582	29
38809	5753	29
15775	26000	29
97394	85886	29
12202	306971	29
22285	77176	29
78303	83167	29
120167	13200	29
62024	101556	29
21510	22074	29
16947	42774	29
20814	12281	29
35747	209363	29
18068	59631	29
10425	20360	29
57934	43582	29
1417	5753	29
19822	11472	29
4537	106335	29
179943	432078	29
2257	27176	29
9023	51582	29
9457	144802	29
24649	22275	29
211663	5664	29
12464	13907	29
63785	51253	29
11325	111331	29
8186	30644	29
1425	81283	29
36420	23287	29
4541	1941	29
64454	324275	29
13683	80922	29
17737	209482	29
44220	77176	29
1705	36654	29
1348	9823	29
20671	5664	29
1708	17762	29
2477	245781	29
34685	93918	29
46328	196750	29
15400	246796	29
9976	31198	29
13498	102609	29
32905	88786	29
287684	58213	29
36841	5753	29
63519	191315	29
21927	109434	29
31513	144802	29
78051	3621	29
59953	15540	29
47938	119788	29
9237	7932	29
4557	77176	29
79080	5664	29
7436	103616	29
60992	61716	29
1445	44252	29
85255	13285	29
6190	3476	29
9994	5753	29
9385	14649	29
43128	93918	29
3802	6188	29
10327	71722	29
10086	32701	29
10940	24581	29
5491	37253	29
78839	12281	29
40952	103238	29
55790	353548	29
4537	30523	29
1292	41054	29
48589	280934	29
109350	66616	29
45144	129681	29
18406	12281	29
36086	292998	29
7999	402704	29
48862	43582	29
5924	3891	29
3766	110856	29
26430	40776	29
15658	28695	29
63785	44736	29
5937	53591	29
115509	12281	29
27824	39375	29
4148	12281	29
10223	41507	29
72121	92648	29
2653	92570	29
3528	79958	29
29822	109434	29
15123	12281	29
59854	9823	29
1419	88786	29
66666	78325	29
62579	274587	29
24879	5664	29
75442	199863	29
109513	35060	29
73743	13285	29
49448	5721	29
23119	5721	29
25965	12281	29
94743	209882	29
10660	205087	29
2257	36654	29
8443	1883	29
109350	30523	29
11154	43582	29
114041	144802	29
48059	4558	29
26023	13285	29
47219	11524	29
132709	167833	29
54884	211322	29
24510	75327	29
171261	5664	29
13228	219032	29
19752	127181	29
9250	17877	29
109357	27446	29
9237	108304	29
13633	2456	29
398	67001	29
73610	27446	29
957	53665	29
208	56516	29
3329	45983	29
45144	215963	29
34280	5664	29
16612	106084	29
8757	42087	29
59707	178838	29
7161	152039	29
2545	11641	29
8443	5664	29
27777	3476	29
33040	21387	29
2477	43582	29
25307	16864	29
13234	211281	29
64538	32245	29
65	19166	29
18785	12281	29
78131	17877	29
60949	194949	29
931	32981	29
2888	32245	29
3470	218257	29
8000	9823	29
10585	15817	29
59299	17877	29
1445	47886	29
87122	32245	29
8186	109434	29
63785	99253	29
8186	296419	29
94743	40406	29
6032	48273	29
79207	67834	29
11642	1501	29
138089	13285	29
102925	277181	29
87882	5753	29
81876	12281	29
43993	13285	29
2792	69772	29
27245	282442	29
71042	13285	29
35523	3139	29
6444	28695	29
79077	12281	29
2120	44029	29
11696	144802	29
5862	13285	29
73591	5753	29
7782	110856	29
36972	90890	29
4866	17877	29
17621	165513	29
2935	46694	29
42034	175941	29
74347	348546	29
129	75327	29
53995	29434	29
106461	88615	29
51904	109351	29
445132	147195	29
40791	13106	29
22081	32130	29
4569	13907	29
4491	23856	29
2653	211281	29
9762	63049	29
6304	44252	29
28899	3476	29
36471	5753	29
10086	5753	29
34987	75327	29
38759	69290	29
77706	109434	29
22352	47886	29
102564	3486	29
703	218035	29
412	30010	29
58300	80788	29
2653	448497	29
20142	185006	29
15953	141801	29
64267	12281	29
5707	5577	29
13028	568908	29
33815	85584	29
180618	43582	29
40265	10405	29
47973	109434	29
23803	51582	29
42766	108304	29
96628	110856	29
23878	127599	29
171261	144802	29
8031	141801	29
294221	569603	29
52680	54848	29
12022	41054	29
4056	82959	29
93984	365957	29
12147	325022	29
67160	1731	29
78300	56821	29
99775	171144	29
104073	684218	29
105762	29374	29
9457	46871	29
692	11472	29
53849	43209	29
11227	46871	29
20065	300090	29
77980	35673	29
40593	53665	29
27824	77176	29
94545	71722	29
4785	244426	29
22606	21387	29
5830	77176	29
28959	3621	29
23914	165513	29
25169	56612	29
23046	32428	29
154101	75334	29
4502	1676	29
50951	97481	29
93984	27446	29
39381	5664	29
36230	22074	29
5419	41037	29
38791	57390	29
76303	41037	29
3744	12784	29
13990	6058	29
22582	132230	29
15739	5574	29
17450	41054	29
38436	250277	29
4517	170950	29
9457	27020	29
74377	11902	29
5752	11524	29
71042	12281	29
111359	73927	29
57722	108304	29
24932	41042	29
44807	5664	29
48919	51582	29
38163	540459	29
890	5753	29
16624	93918	29
7682	113775	29
784	41054	29
325	194949	29
28008	122257	29
16452	21572	29
105201	282442	29
24271	218257	29
8443	13285	29
4739	161274	29
145648	110847	29
8186	90890	29
102421	208680	29
9167	38825	29
25488	81923	29
5518	53665	29
58093	211599	29
22780	92570	29
3361	121905	29
2422	110186	29
16817	20517	29
1240	27176	29
25119	11641	29
34978	103734	29
210	35673	29
21063	53665	29
51904	82083	29
22805	246796	29
17310	123492	29
43130	117932	29
13234	10242	29
73775	78325	29
20568	43582	29
6649	32900	29
18529	27801	29
125863	81923	29
19432	412607	29
18369	47415	29
8031	244426	29
38813	20360	29
191	82959	29
17224	11902	29
65393	400614	29
7268	33305	29
32450	137455	29
152448	298551	29
5322	416857	29
10010	13285	29
38326	32130	29
27015	188958	29
25081	152039	29
29654	11641	29
24649	20858	29
7436	9823	29
41269	43582	29
17323	82959	29
40538	34932	29
15432	29374	29
24879	5753	29
32653	14874	29
115486	37446	29
36004	219032	29
3122	5397	29
24577	21949	29
13801	35669	29
33656	75327	29
57430	172843	29
32647	147559	29
51437	57390	29
46222	54103	29
106461	71722	29
70216	244426	29
79207	5664	29
102923	29374	29
20468	167407	29
46796	31420	29
74067	37285	29
151	12281	29
1479	78325	29
98617	21949	29
31118	238369	29
4591	44252	29
9762	12281	29
163878	197589	29
5867	183493	29
51636	129451	29
32653	103616	29
43130	78302	29
4295	2094	29
191744	60512	29
18976	42087	29
109559	84711	29
7436	144802	29
28265	388164	29
3820	143037	29
7048	17877	29
5974	5980	29
944	5664	29
73213	11472	29
3820	22074	29
150303	297563	29
32653	13285	29
209127	127908	29
19769	137222	29
288	164187	29
38	1501	29
21063	109434	29
225170	143207	29
7565	32431	29
43993	174711	29
67924	12281	29
28931	66126	29
17265	53665	29
240524	435300	29
5648	41054	29
198950	53665	29
37515	188284	29
1705	9823	29
10216	101498	29
36502	12494	29
102739	32923	29
16278	17111	29
224620	110856	29
70700	353262	29
27245	544618	29
36021	15086	29
25383	127908	29
11800	21929	29
39078	36654	29
13234	5664	29
105554	80922	29
96008	81923	29
28035	113245	29
4635	226204	29
21130	12281	29
48589	67001	29
67160	12281	29
20142	17877	29
86044	119339	29
2277	282442	29
56884	127908	29
325	32981	29
13648	61938	29
48862	12219	29
14454	53665	29
264373	84711	29
26832	181883	29
118418	32528	29
45780	13871	29
69266	22139	29
4346	11524	29
11805	267841	29
23340	19858	29
24240	296279	29
50170	110856	29
2984	194949	29
17913	109434	29
29784	13106	29
53730	7932	29
9282	13285	29
69498	5664	29
