2457
29326	216835	7
3438	112920	7
7377	6399	7
130294	18694	7
6114	18694	7
84728	278451	7
20315	7726	7
27185	140061	7
61018	108037	7
17293	23151	7
29326	4412	7
227489	92205	7
91178	103227	7
1694	208045	7
19723	14157	7
18739	82330	7
32217	23151	7
70171	330231	7
24765	48141	7
6332	78498	7
11336	120365	7
2003	20096	7
2993	55859	7
6343	7726	7
14724	112340	7
46394	69926	7
28572	103462	7
83523	3632	7
112919	35330	7
164940	86211	7
196214	111215	7
105100	314093	7
12400	17488	7
62018	7726	7
32406	59794	7
61415	185557	7
5017	18694	7
189068	14157	7
67394	14138	7
61811	143859	7
31292	41429	7
14879	25029	7
39319	321216	7
3574	53579	7
9959	37416	7
3630	18694	7
46558	205145	7
162982	40446	7
70413	102941	7
86317	7726	7
72288	573860	7
83521	51757	7
17433	97559	7
5008	104391	7
16648	193378	7
87797	13208	7
15814	17488	7
80821	59794	7
23209	14157	7
23899	396616	7
90021	7726	7
23230	10234	7
123314	160075	7
16849	24578	7
4396	69783	7
6575	97559	7
112953	35330	7
17461	254657	7
63008	14157	7
3622	45648	7
33302	226959	7
42057	231850	7
30864	7726	7
2380	8514	7
38094	386123	7
107215	193113	7
52022	143859	7
43458	59794	7
2288	3418	7
98092	82010	7
43576	4412	7
82486	97559	7
25045	27711	7
69241	164500	7
13942	92511	7
14364	53326	7
40906	7726	7
4464	8084	7
93784	118187	7
60193	35730	7
27442	187407	7
98243	232282	7
10371	29197	7
26426	48141	7
47736	129016	7
157582	40840	7
88360	59794	7
39278	120365	7
12169	18694	7
68383	324	7
40687	48719	7
5008	17488	7
20794	5530	7
41902	120365	7
38122	77802	7
26323	208884	7
113584	167609	7
9036	33090	7
4555	417681	7
40391	216835	7
151687	4412	7
91178	18181	7
9408	18694	7
19896	123520	7
6050	112920	7
1133	21999	7
2553	57910	7
11706	147939	7
35339	48719	7
12714	112017	7
49835	30079	7
11706	18694	7
6060	28771	7
16128	4014	7
41936	23151	7
396420	5530	7
10004	221519	7
31098	17488	7
78549	81775	7
94037	254657	7
156532	192997	7
49945	23151	7
24035	26787	7
19582	74051	7
7274	59794	7
76159	4412	7
56130	26418	7
177398	46355	7
17675	112017	7
36774	130868	7
53397	43561	7
64208	177387	7
6105	81660	7
537	94679	7
15916	6673	7
72162	18694	7
40143	19990	7
17653	84383	7
1694	103462	7
68383	59794	7
3243	4412	7
13896	35330	7
21218	38054	7
227490	700722	7
11706	8760	7
14167	120365	7
23230	35730	7
73911	29963	7
3672	14157	7
126964	97086	7
26502	17916	7
22911	183786	7
13088	149103	7
157921	31657	7
6152	40049	7
23866	77802	7
85827	36517	7
741	92720	7
59115	314285	7
